 8.0 8.5 9.0 9.5 10.0 10.5 11.0 11.5 12.0 12.5 13.0 13.5 14.0 14.5 15.0 15.5 16.0 16.5 17.0 17.5 18.0 18.5 19.0 19.5
 8.5 9.0 9.5 10.0 10.5 11.0 11.5 12.0 12.5 13.0 13.5 14.0 14.5 15.0 15.5 16.0 16.5 17.0 17.5 18.0 18.5 19.0 19.5 20.0
                        
0 6 14 14 19 18 17 8 5 10 5 0 9 6 7 10 9 10 7 8 10 14 6 5 4
1 15 11 14 21 15 14 7 8 3 2 1 4 7 10 7 9 10 12 9 10 6 7 7 5
2 6 11 14 18 18 15 16 4 2 8 8 0 1 6 7 8 13 8 10 16 11 3 5 8
3 6 13 16 17 14 14 17 9 5 3 3 4 6 6 6 5 9 15 17 18 10 11 10 3
4 11 13 19 13 17 20 17 14 11 8 4 3 3 9 4 8 11 8 10 8 9 5 13 2
5 7 10 16 16 8 19 11 14 6 7 6 1 5 14 4 9 14 13 8 10 6 1 3 8
6 5 13 20 19 16 12 11 9 7 4 3 5 1 12 8 11 8 14 17 18 10 7 5 2
7 3 12 17 10 10 14 13 5 5 5 2 7 1 10 6 11 10 8 10 9 9 5 1 4
8 12 8 17 15 19 10 7 9 8 4 5 7 5 10 6 12 14 10 11 15 8 8 5 7
9 10 12 10 16 11 18 12 4 4 3 2 5 5 6 5 7 8 10 12 7 13 7 10 2
10 8 13 17 20 16 10 12 13 4 5 4 2 3 5 9 5 13 6 15 5 8 8 5 6
11 9 12 15 23 18 13 12 8 9 5 3 7 2 6 7 7 14 8 9 16 11 6 1 6
12 4 13 15 15 18 18 9 12 7 7 1 4 3 10 8 13 9 8 11 10 10 11 5 8
13 15 12 16 16 19 17 13 10 8 0 3 3 4 8 5 13 11 14 12 10 14 12 3 3
14 7 11 22 16 21 15 12 10 11 0 3 4 9 9 7 6 16 7 14 12 9 8 11 6
15 9 18 16 12 16 12 20 4 7 6 7 3 7 5 9 14 9 10 13 9 8 7 8 5
16 8 9 16 19 25 14 15 9 7 5 3 5 4 6 10 8 15 8 15 16 14 9 15 6
17 9 18 16 16 11 16 14 11 5 7 2 7 4 7 5 13 10 6 14 5 7 5 6 7
18 10 11 20 15 19 15 11 7 9 5 5 5 4 5 5 13 21 18 15 15 7 6 10 2
19 9 7 11 13 19 17 17 9 4 1 2 10 5 3 7 14 6 7 10 18 8 14 6 1
20 9 11 17 13 20 22 8 8 3 4 2 2 11 7 7 11 10 7 16 11 14 5 7 4
21 5 11 10 13 11 14 20 12 13 4 6 3 4 11 9 3 14 11 6 14 8 3 6 6
22 9 8 14 14 12 19 17 7 3 4 2 3 7 7 8 10 10 11 14 11 13 8 6 1
23 7 5 23 22 15 18 15 10 7 3 6 2 3 4 9 15 16 12 11 10 8 7 5 9
24 12 8 19 20 23 17 17 6 7 1 3 3 7 6 9 9 11 9 7 15 7 8 5 4
25 5 12 15 15 17 11 13 12 5 4 2 7 6 9 10 13 16 12 18 20 14 7 3 6
26 8 13 30 14 23 14 18 6 9 4 3 5 3 6 9 9 13 9 20 12 11 8 11 6
27 13 9 14 17 20 11 11 6 5 3 5 3 1 7 12 16 16 13 7 13 12 4 7 5
28 5 11 12 13 12 16 13 8 4 3 1 12 6 14 8 13 8 12 14 11 10 5 8 6
29 8 8 7 16 16 8 15 12 7 6 2 5 8 6 7 10 14 21 9 15 6 12 8 3
30 6 15 19 13 19 15 4 9 5 3 4 5 4 6 9 9 12 11 13 9 8 8 1 2
31 9 12 17 11 19 16 13 11 4 2 2 6 3 12 10 14 16 11 12 9 9 7 7 5
32 10 17 15 14 15 20 8 10 3 3 1 6 5 10 9 10 14 12 11 12 6 6 7 3
33 9 13 17 16 12 11 13 7 12 4 3 5 3 6 12 12 8 7 4 12 11 8 4 10
34 11 10 18 18 15 16 15 10 6 5 4 3 5 10 11 9 12 10 9 14 16 5 6 3
35 8 6 18 11 20 16 8 9 8 7 4 8 6 5 11 6 13 15 9 15 9 5 4 7
36 6 14 14 19 15 17 17 10 5 3 1 2 2 14 8 8 9 17 6 8 11 10 10 6
37 9 10 23 13 26 21 21 8 4 4 3 5 4 6 8 11 12 17 15 12 15 14 8 5
38 10 17 19 16 13 7 11 8 11 3 2 9 1 10 6 12 15 17 19 11 11 4 7 0
39 9 15 8 16 17 17 8 8 5 6 4 5 6 6 10 11 14 13 11 16 13 13 2 3
40 6 12 11 25 22 22 14 5 6 1 2 5 5 5 8 11 9 9 10 14 13 8 2 3
41 9 9 18 9 20 9 8 9 11 2 4 4 6 12 8 12 17 13 11 16 11 8 7 8
42 11 12 17 12 24 12 15 8 7 6 2 3 1 6 7 11 6 11 16 14 12 3 10 3
43 8 8 13 17 17 12 12 7 6 4 1 3 2 10 11 11 6 11 16 14 13 9 4 5
44 9 12 13 16 19 18 9 2 7 1 3 3 4 6 12 13 15 7 12 12 11 8 6 1
45 9 10 15 22 12 14 15 7 11 2 4 0 8 6 6 11 13 10 10 10 6 8 8 7
46 8 6 18 10 16 14 9 12 7 2 5 4 6 7 5 9 9 17 17 15 10 4 3 10
47 5 15 10 19 28 18 19 8 7 3 2 7 2 6 8 9 16 9 16 13 9 6 10 5
48 12 10 10 11 18 15 10 12 7 3 1 5 5 8 9 8 16 12 19 13 15 9 6 7
49 8 16 21 15 15 13 12 15 8 6 2 7 0 9 5 8 11 15 14 9 13 6 3 5
50 4 7 16 16 23 14 11 13 5 4 1 5 4 6 8 12 3 8 10 15 8 4 6 5
51 12 11 9 17 19 18 9 6 7 3 5 5 6 12 8 7 8 23 12 13 7 3 10 8
52 6 14 12 11 15 19 12 13 4 5 2 4 5 13 6 12 17 11 8 13 11 6 10 4
53 6 19 16 18 24 14 16 8 9 4 3 6 4 4 6 8 13 9 18 8 7 7 7 3
54 5 18 18 15 17 12 9 5 3 3 3 4 8 2 6 13 15 11 13 8 9 10 5 2
55 4 6 23 8 22 18 14 6 9 6 4 4 10 8 10 6 12 11 7 11 7 6 3 10
56 3 16 15 18 20 11 16 4 1 5 5 2 9 9 7 9 19 11 16 7 8 6 5 5
57 13 11 14 11 16 12 14 12 3 5 3 7 5 10 10 3 10 11 10 13 14 10 4 5
58 3 11 17 17 20 13 13 6 7 6 5 2 5 11 7 5 11 16 14 12 13 4 8 5
59 9 6 12 11 12 13 14 8 3 6 3 4 2 8 10 10 15 10 10 15 9 10 3 8
60 6 17 17 13 15 12 13 13 7 3 1 4 5 8 8 10 9 10 17 10 8 4 3 7
61 16 8 17 16 10 14 14 9 9 7 3 4 5 7 15 14 18 10 9 11 10 7 5 8
62 14 11 15 19 16 13 15 9 6 4 3 3 7 6 13 13 11 17 7 18 10 8 6 5
63 9 16 18 15 20 16 13 9 4 6 2 13 3 6 5 14 10 9 18 9 7 4 3 4
64 9 15 16 20 15 11 9 14 4 5 5 2 4 8 3 10 4 14 15 19 10 9 4 2
65 9 7 19 16 25 17 10 7 9 2 2 2 5 8 14 13 13 15 13 11 9 6 3 1
66 6 11 18 18 19 12 11 6 8 4 0 3 4 6 15 11 4 10 14 12 14 8 9 2
67 6 10 14 11 26 20 6 9 6 5 6 0 8 6 8 7 14 8 9 10 16 5 8 7
68 10 16 12 16 8 20 18 7 6 5 3 4 2 10 4 12 12 9 9 12 15 7 2 7
69 9 22 19 16 21 8 8 10 8 2 4 1 2 4 8 12 7 12 6 13 8 4 7 8
70 10 15 11 14 14 7 16 11 5 3 3 2 4 4 9 12 3 11 9 9 12 5 8 3
71 8 14 9 19 11 10 18 11 7 5 1 4 4 5 12 14 11 13 12 9 10 6 2 4
72 14 15 6 17 14 19 8 7 5 0 6 3 7 9 5 13 10 10 11 9 15 6 5 3
