 8.0 8.5 9.0 9.5 10.0 10.5 11.0 11.5 12.0 12.5 13.0 13.5 14.0 14.5 15.0 15.5 16.0 16.5 17.0 17.5 18.0 18.5 19.0 19.5
 8.5 9.0 9.5 10.0 10.5 11.0 11.5 12.0 12.5 13.0 13.5 14.0 14.5 15.0 15.5 16.0 16.5 17.0 17.5 18.0 18.5 19.0 19.5 20.0
                        
0 11 18 13 15 18 19 9 9 3 6 1 3 7 2 8 10 10 15 6 10 7 9 6 2
1 10 14 16 19 15 11 12 11 6 6 4 2 5 5 15 6 12 12 9 11 9 10 7 6
2 7 14 14 19 21 8 14 8 9 2 5 4 5 4 8 4 14 13 13 12 10 9 3 6
3 8 16 11 9 17 8 8 13 3 2 3 2 1 6 4 8 17 11 10 7 15 9 8 3
4 5 12 11 18 15 19 9 9 3 2 4 2 2 8 6 8 13 6 16 18 4 7 6 5
5 6 7 18 18 23 15 10 10 3 5 3 2 1 3 9 6 8 12 13 11 10 11 6 3
6 2 12 17 17 15 18 15 6 2 4 3 1 4 5 6 10 11 8 11 14 10 7 6 1
7 8 9 10 21 18 18 9 8 5 5 3 5 6 6 14 9 15 14 12 11 15 10 6 5
8 4 9 11 13 16 17 15 6 3 4 0 3 2 6 3 9 20 10 11 15 12 15 7 0
9 4 16 11 19 11 19 11 14 4 3 1 3 4 8 11 10 9 10 7 8 9 8 7 3
10 8 7 10 11 14 11 9 8 4 6 5 4 6 8 8 10 8 9 11 11 7 9 2 5
11 7 8 14 15 19 13 10 6 5 5 2 0 5 13 7 8 5 6 9 9 10 6 6 6
12 6 19 8 20 15 13 11 13 7 5 2 2 3 6 11 4 17 9 16 9 11 8 9 4
13 5 6 14 13 11 18 16 8 5 4 2 2 3 5 12 11 10 11 12 12 9 11 4 4
14 13 8 18 13 13 15 10 9 7 3 4 4 3 5 3 10 13 12 15 15 21 6 1 4
15 6 20 10 12 14 15 12 7 6 4 6 0 4 7 6 11 21 5 12 9 6 9 2 4
16 10 10 19 18 9 12 7 13 7 2 5 4 5 4 8 6 9 11 6 9 11 14 4 5
17 4 18 13 16 14 23 13 4 6 3 3 3 7 4 15 11 13 10 9 8 5 10 5 6
18 7 14 10 12 18 13 13 8 7 10 4 4 4 6 10 3 7 10 11 8 11 7 6 8
19 10 17 12 17 18 13 14 5 5 3 2 3 4 10 9 7 17 9 3 11 13 7 7 2
20 11 6 18 14 12 20 14 11 3 2 4 1 8 7 6 8 16 9 9 7 6 10 9 6
21 11 2 15 15 11 16 6 11 6 10 2 3 3 4 11 11 6 10 9 18 11 10 7 5
22 7 7 14 9 14 23 11 9 5 8 3 4 5 2 8 7 15 9 6 11 5 11 8 5
23 9 13 15 17 20 15 6 4 9 3 3 1 4 5 3 12 11 11 6 13 5 8 9 5
24 10 14 14 10 11 14 6 6 5 3 1 2 5 6 6 11 11 8 10 13 8 6 2 3
25 7 5 13 14 17 19 13 9 3 5 4 9 5 6 6 18 8 7 13 16 10 5 6 1
26 8 8 11 20 13 8 18 2 6 7 4 0 2 2 10 10 10 12 7 10 11 4 11 4
27 5 19 14 14 19 17 9 7 11 3 1 2 3 7 6 11 12 12 10 12 5 10 10 5
28 10 17 11 6 16 7 7 4 0 4 3 3 4 2 9 10 13 3 12 12 8 9 5 4
29 5 18 12 11 25 13 8 8 12 3 1 3 4 10 6 12 9 19 15 10 9 11 5 1
30 18 4 22 15 10 22 17 5 3 3 3 3 3 5 9 9 13 10 11 13 9 7 3 5
31 9 13 6 15 14 16 16 5 3 2 3 1 7 3 10 9 13 11 10 14 8 5 10 4
32 7 11 16 15 14 15 7 5 6 4 6 3 4 7 7 5 12 10 11 10 4 6 4 2
33 6 13 12 9 23 10 14 11 7 4 0 3 5 8 8 9 17 14 9 8 8 3 9 5
34 12 20 13 19 12 10 12 10 4 4 4 2 4 6 5 6 9 22 21 8 7 2 6 5
35 10 12 14 20 18 16 6 6 2 3 2 1 7 1 3 9 8 11 9 11 5 11 1 4
36 8 9 11 14 16 12 11 12 4 6 5 1 7 6 6 9 7 15 8 7 5 6 9 1
37 14 10 10 18 19 7 6 7 6 5 0 7 3 5 10 8 9 14 4 8 7 5 4 7
38 7 7 20 14 15 19 15 10 2 4 3 2 12 8 6 8 13 9 16 2 7 9 5 2
39 8 8 13 11 15 19 8 10 4 6 5 0 5 8 5 9 12 16 15 12 7 5 6 4
40 5 10 13 18 15 15 10 7 6 7 5 2 3 6 12 9 11 9 15 12 7 6 11 9
41 9 10 20 7 13 19 10 9 5 6 0 6 5 7 8 5 9 10 13 12 15 8 10 3
42 10 12 10 17 16 14 13 8 6 8 2 6 7 10 10 1 15 9 17 11 9 11 8 8
43 8 8 8 22 10 15 10 3 5 7 3 0 1 7 7 12 6 12 17 9 14 9 6 5
44 9 14 7 16 22 19 9 5 9 2 4 4 3 3 11 9 10 6 8 10 5 10 7 1
45 10 12 10 14 16 10 16 7 7 1 3 1 4 5 5 6 17 11 6 8 12 8 2 5
46 8 8 11 18 13 16 13 9 4 4 1 3 4 3 10 11 9 11 13 15 10 9 11 2
47 5 18 11 13 23 20 9 12 5 6 1 1 4 7 13 6 11 13 6 8 15 7 10 6
48 13 7 11 18 22 17 6 6 2 5 2 1 7 6 9 10 10 12 8 6 9 7 8 5
49 8 13 23 15 16 12 11 6 3 4 4 1 5 6 7 10 7 10 10 11 8 11 7 3
50 9 14 10 19 11 12 7 5 5 4 5 2 5 9 15 6 9 10 16 11 6 6 7 4
51 3 14 4 11 15 16 13 9 2 5 4 1 3 9 3 11 8 5 10 10 11 9 8 4
52 10 18 15 16 15 19 8 7 7 3 5 4 3 7 6 6 14 9 13 8 3 9 4 7
53 12 21 19 22 13 9 13 8 4 2 2 2 5 5 13 11 13 13 5 7 12 8 8 3
54 13 9 14 24 19 18 12 13 7 4 3 2 10 7 8 5 14 12 6 9 6 8 5 4
55 10 18 14 26 10 8 11 10 6 2 0 1 5 4 7 5 7 16 12 7 8 3 7 6
56 10 11 14 11 16 20 7 9 4 5 5 5 3 5 7 7 11 10 9 12 10 5 5 3
57 10 14 20 15 20 11 12 6 8 3 1 2 4 6 5 10 11 12 14 17 9 9 5 4
